t_video_s,LinPower_true,video,LinPower_fit_mse,LinPower_fit_anchor
923.9,913000.0,92.90876033306304,812683.7209002031,802615.1135042021
924.0,913000.0,92.96531407103022,813646.583519238,803505.5640093763
924.1,913000.0,93.06374785877054,815322.4800748324,805055.4247112535
924.2,913000.0,93.05820483684845,815228.1066735839,804968.1486646447
924.3,905000.0,92.98540308913941,813988.6115669983,803821.8698269364
924.4,905000.0,93.01696686907256,814526.0045830128,804318.8481841052
924.5,905000.0,93.13423239017463,816522.5231303168,806165.2184906171
924.6,905000.0,93.08250054488128,815641.7562378512,805350.6897002871
924.7,901000.0,93.10524170137167,816028.9385937005,805708.7539947615
924.8,901000.0,93.12733676324943,816405.1207862853,806056.6453935993
924.9,901000.0,93.19752035909917,817600.0402264891,807161.7008793326
925.0,898000.0,93.17546256129822,817224.4924780256,806814.3962112258
925.1,898000.0,93.14605885844749,816723.8761199589,806351.4287222752
925.2,898000.0,93.28169467876445,819033.160455172,808487.0432556781
925.3,898000.0,93.39983912825548,821044.6433058262,810347.2524746316
925.4,898000.0,93.24716924318433,818445.3434068048,807943.433007112
925.5,898000.0,93.29841218764496,819317.7864580324,808750.2639509493
925.6,898000.0,93.23927360383887,818310.9152283608,807819.1145040996
925.7,898000.0,93.2549954376324,818578.5892426099,808066.6580856014
925.8,892000.0,93.36063801766211,820377.2199776473,809730.0227390565
925.9,892000.0,93.39321589115532,820931.8785682514,810242.9682127293
926.0,892000.0,93.39220334747225,820914.639381283,810227.0254993646
926.1,888000.0,93.34976605048034,820192.117963687,809558.841327938
926.2,888000.0,93.24016682379806,818326.1228545974,807833.1784403217
926.3,888000.0,93.27447914914067,818910.3115684139,808373.4332233523
926.4,888000.0,93.39103976973178,820894.828745401,810208.7047229835
926.5,888000.0,93.42421372031177,821459.6359197334,810731.035555823
926.6,888000.0,93.35978112912463,820362.6309164981,809716.5308487148
926.7,888000.0,93.46207121063811,822104.1832758582,811327.1097075492
926.8,888000.0,93.5023358677577,822789.7141461819,811961.0852069866
926.9,888000.0,93.53344140132238,823319.3052323088,812450.8483786529
927.0,888000.0,93.47723562641701,822362.3669011649,811565.8766251104
927.1,888000.0,93.57652874933716,824052.8941735183,813129.267740228
927.2,888000.0,93.70473901301087,826235.7537811303,815147.9653216866
927.3,888000.0,93.74149355119582,826861.5226899639,815726.6732598466
927.4,888000.0,93.57552054009446,824035.7287830976,813113.3932735394
927.5,888000.0,93.63240642794555,825004.2464608189,814009.0735485319
927.6,888000.0,93.59672098720768,824396.6796020158,813447.1987746512
927.7,888000.0,93.64747631559608,825260.8206858537,814246.3521008198
927.8,888000.0,93.63058418210899,824973.2215902836,813980.3819043708
927.9,888000.0,93.66508908293793,825560.6890217196,814523.6688289584
928.0,888000.0,93.65056325536762,825313.3777584727,814294.9566171225
928.1,888000.0,93.67697854665943,825763.1145481181,814710.8709372117
928.2,888000.0,93.70309191594909,826207.7109275947,815122.0314318421
928.3,888000.0,93.71414858170245,826395.9575497941,815296.1209608372
928.4,888000.0,93.63527799879547,825053.1367433835,814054.2870358424
928.5,888000.0,93.6016442294683,824480.5008684362,813524.716260067
928.6,888000.0,93.46062225091609,822079.5138339614,811304.2955318142
928.7,888000.0,93.38885285232658,820857.5951142374,810174.2712482349
928.8,888000.0,93.49257380442047,822623.5089365898,811807.3794654631
928.9,888000.0,93.59700342948197,824401.4883576832,813451.6458876957
929.0,891000.0,93.41957426143341,821380.6462421792,810657.9862994791
929.1,891000.0,93.39397982725728,820944.885056281,810254.9965474135
929.2,891000.0,93.49257965379641,822623.608525859,811807.4715651181
929.3,891000.0,93.48735104260277,822534.5881631244,811725.1459815919
929.4,891000.0,93.45836667426778,822041.1112364128,811268.7810028344
929.5,897000.0,93.53262619325776,823305.4258071748,812438.0127561272
929.6,897000.0,93.49740148371248,822705.7031839383,811883.3922918281
929.7,897000.0,93.47501625216564,822324.5806719763,811530.9321104889
929.8,897000.0,93.32825675768626,819825.9088546569,809220.1729865891
929.9,897000.0,93.38678383305233,820822.3687721982,810141.6941043681
930.0,897000.0,93.37285532571083,820585.2272579472,809922.3868252318
930.1,897000.0,93.48231341174528,822448.8193595842,811645.8274236473
930.2,897000.0,93.4435553279031,821788.9388378279,811035.573237498
930.3,897000.0,93.43108773695613,821576.6703352714,810839.2683944216
930.4,897000.0,93.43021586767068,821561.8262175559,810825.5406290505
930.5,897000.0,93.28513852772473,819091.7941290659,808541.2673822637
930.6,897000.0,93.38411818469413,820776.9844483344,810099.7229100226
930.7,897000.0,93.53286964418837,823309.5707109263,812441.8459422602
930.8,902000.0,93.36766645974137,820496.8835824139,809840.6870386242
930.9,902000.0,93.35916942654977,820352.216299101,809706.89946295
931.0,902000.0,93.37266085704539,820581.9163077739,809919.3248751715
931.1,902000.0,93.45003400423967,821899.2423383484,811137.5813597571
931.2,902000.0,93.38968983614136,820871.8452850832,810187.4497345292
931.3,907000.0,93.37653808844443,820647.9285876635,809980.3726994544
931.4,907000.0,93.44739236874229,821854.2668483991,811095.9882529585
931.5,907000.0,93.51402445947726,822988.7197016142,812145.124543299
931.6,907000.0,93.3806566546603,820718.0497431487,810045.2203912132
931.7,907000.0,93.35174282558965,820225.7737913551,809589.9660680168
931.8,907000.0,93.34779209851315,820158.5102017727,809527.7610388263
931.9,907000.0,93.35833649153737,820338.0350616383,809693.7847259012
932.0,907000.0,93.14895189836507,816773.1319267747,806396.9802445741
932.1,907000.0,93.1959221377383,817572.8295122082,807136.5365476839
932.2,907000.0,93.26968984714662,818828.7707184702,808298.0246556196
932.3,907000.0,93.30652261691456,819455.8715687385,808877.9643665168
932.4,907000.0,93.25938884500728,818653.3897400398,808135.8332092452
932.5,907000.0,93.30207581631021,819380.1620183154,808807.948555239
932.6,902000.0,93.30423934276054,819416.9974039008,808842.0137344811
932.7,902000.0,93.28909101451242,819159.0876788276,808603.5001184773
932.8,902000.0,93.16467800687909,817040.878720803,806644.5911324497
932.9,902000.0,93.23787253839446,818287.061216376,807797.054433844
933.0,894000.0,93.33435939632463,819929.8100791129,809316.2603161584
933.1,894000.0,93.41581119403973,821316.5776755994,810598.7360114849
933.2,894000.0,93.26927577115043,818821.7208166863,808291.5049419235
933.3,894000.0,93.35607109860405,820299.4653357221,809658.1156374482
933.4,894000.0,93.41021525409924,821221.3033121226,810510.6267595408
933.5,894000.0,93.4034026587278,821105.3146320183,810403.3610118094
933.6,894000.0,93.17649032376164,817241.9907742098,806830.5785474894
933.7,894000.0,93.20936158629851,817801.6444960488,807348.1434933937
933.8,896000.0,93.19659707685769,817584.3207711692,807147.1636061494
933.9,896000.0,93.32960543717013,819848.8709630293,809241.4082288719
934.0,896000.0,93.21574576387451,817910.3390963026,807448.6637127816
934.1,896000.0,93.25324810005976,818548.8397319322,808039.1458878194
934.2,892000.0,93.24186116968268,818354.9701487755,807859.8562728246
934.3,892000.0,93.31043076766468,819522.4102698413,808939.4990224887
934.4,892000.0,93.19940354742143,817632.1026808072,807191.3520757549
934.5,892000.0,93.25089890431292,818508.8432109109,808002.1573064325
934.6,892000.0,93.18623296003614,817407.865225957,806983.9784058221
934.7,888000.0,93.11227846393236,816148.7438598464,805819.5493020599
934.8,888000.0,93.07812976272605,815567.3409488802,805281.8708154876
934.9,888000.0,93.17663393766654,817244.435890405,806832.8397786433
935.0,888000.0,93.15527830823478,816880.8429958427,806496.5908992703
935.1,888000.0,93.25850020981623,818638.2601723371,808121.8414611623
935.2,898000.0,93.25994219724389,818662.8109065788,808144.5458566553
935.3,898000.0,93.3242275607366,819757.3092666012,809156.732432733
935.4,898000.0,93.19706607653474,817592.3057828343,807154.5481047586
935.5,898000.0,93.23753423134832,818281.3013281673,807791.7277182112
935.6,902000.0,93.1992388909316,817629.2993014953,807188.7595246732
935.7,902000.0,93.33732599566252,819980.3182808834,809362.9700470096
935.8,902000.0,93.35526399702538,820285.7239285614,809645.4076532496
935.9,902000.0,93.32711595253612,819806.4859363113,809202.2107694349
936.0,895000.0,93.1221869565923,816317.4421198762,805975.5606040836
936.1,895000.0,93.16786779195382,817095.1867987767,806694.8149696935
936.2,895000.0,93.18677673192848,817417.1232811669,806992.5402086957
936.3,895000.0,93.31665903143181,819628.4503403727,809037.5643461463
936.4,895000.0,93.25766040125409,818623.961908408,808108.6184986262
936.5,895000.0,93.36857294744549,820512.3171002727,809854.9598782822
936.6,895000.0,93.26466572462391,818743.2319027444,808218.9187892487
936.7,895000.0,93.33598420793008,819957.4735088719,809341.8433168035
936.8,895000.0,93.16146907404095,816986.2446402295,806594.0658096417
936.9,895000.0,93.21721549087172,817935.3621139964,807471.8048736346
937.0,895000.0,93.2201829640892,817985.8851941111,807518.528363904
937.1,895000.0,93.26693140773313,818781.8065690859,808254.5924465822
937.2,895000.0,93.06489470515251,815342.0058489132,805073.482048874
937.3,895000.0,93.20513487226226,817729.6820565506,807281.5929914447
937.4,895000.0,93.25177307231235,818523.7264656641,808015.921265539
937.5,895000.0,93.34996214123223,820195.4565308928,809561.9288180908
937.6,895000.0,93.19721860483678,817594.902672194,807156.9496949716
937.7,896000.0,93.31356860511335,819575.8339071202,808988.9049334284
937.8,896000.0,93.25236837689776,818533.8618970755,808025.2944615092
937.9,896000.0,93.26123125277604,818684.7578800307,808164.8423072712
938.0,896000.0,93.17350883221943,817191.2290233837,806783.6343357472
938.1,896000.0,93.31793017483767,819650.092348716,809057.5787665646
938.2,892000.0,93.32543308476679,819777.8340641961,809175.7136622726
938.3,892000.0,93.46207106218583,822104.1807483656,811327.1073701365
938.4,892000.0,93.30733648411703,819469.7281648589,808890.7788768855
938.5,892000.0,93.35775688923074,820328.1669713047,809684.6587656147
938.6,897000.0,93.36872684950275,820514.937378671,809857.3830985602
938.7,897000.0,93.44330419852476,821784.6632037205,811031.6191525897
938.8,897000.0,93.18148553630235,817327.0373794823,806909.22922011
938.9,903000.0,93.15770778869056,816922.2064140469,806534.8435802939
939.0,903000.0,92.95355023410225,813446.2968672588,803320.3399214235
939.1,903000.0,93.24917932660559,818479.5663292329,807975.0821935714
939.2,903000.0,93.23856493245704,818298.8496566184,807807.9563240635
939.3,908000.0,93.2604041930297,818670.6766726326,808151.8200775229
939.4,908000.0,93.21521896426933,817901.3700048546,807440.369142141
939.5,908000.0,93.37880756299764,820686.5678057005,810016.1060538711
939.6,908000.0,93.22456426968654,818060.4796512395,807587.5129425137
939.7,908000.0,93.2810769077769,819022.6425192687,808477.3163214787
939.8,908000.0,93.18132154361128,817324.2453017577,806906.6471206793
939.9,908000.0,93.21497973942306,817897.2970528218,807436.6024965954
940.0,908000.0,93.14529914527161,816710.9415298763,806339.4668784507
940.1,913000.0,93.24059925667059,818333.4852936361,807839.9871868987
940.2,913000.0,93.10595187291572,816041.0297066392,805719.9357951675
940.3,913000.0,93.27207428162181,818869.3672007935,808335.5680781999
940.4,926000.0,93.3316866250089,819884.30448246,809274.176969348
940.5,926000.0,93.26740155905806,818789.8111882736,808261.9950781295
940.6,926000.0,93.10208736099933,815975.2339838655,805659.0882418158
940.7,926000.0,93.23733675850565,818277.9392300053,807788.6184667482
940.8,926000.0,93.2917013079983,819203.5295515065,808644.5997387092
940.9,926000.0,93.38756801945065,820835.7200341383,810154.0412842298
941.0,926000.0,93.27285513361464,818882.661692403,808347.8627571454
941.1,915000.0,93.38034771220819,820712.789805446,810040.3560272926
941.2,915000.0,93.37024494788531,820540.7839493332,809881.2858770543
941.3,915000.0,93.3830083411779,820758.0886710938,810082.2481903099
941.4,915000.0,93.30349533146473,819404.3301481081,808830.2991200625
941.5,915000.0,93.34987061880285,820193.8983045188,809560.487778181
941.6,908000.0,93.31585552477333,819614.7701389675,809024.9129647226
941.7,908000.0,93.34315547478711,820079.5687944526,809454.7564225523
941.8,908000.0,93.22379593345936,818047.3982483367,807575.4153269317
941.9,908000.0,93.40663600362878,821160.3643431691,810454.2707076841
942.0,908000.0,93.50043080539132,822757.2792726362,811931.0895991363
942.1,908000.0,93.51577464868734,823018.517763196,812172.6816407125
942.2,908000.0,93.15436945431239,816865.3691916435,806482.2808030075
942.3,908000.0,93.24975409889645,818489.352185539,807984.1321042432
942.4,908000.0,93.37219099070725,820573.9165406639,809911.9267308014
942.5,908000.0,93.49706769638806,822700.0202468073,811878.1367401646
942.6,908000.0,93.23465881792531,818232.3456234022,807746.4537287785
942.7,908000.0,93.33091665030814,819871.1951835239,809262.0535556548
942.8,898000.0,93.1650177343292,817046.6627922743,806649.9402126421
942.9,898000.0,93.2061255458372,817746.5488913038,807297.1913553544
943.0,898000.0,92.98693723823789,814014.7314110978,803846.0253273305
943.1,901000.0,93.16316735380998,817015.1589112403,806620.8055819825
943.2,901000.0,93.14578589927608,816719.2288200259,806347.1309226812
943.3,901000.0,93.17788417219687,817265.7219121172,806852.5249844163
943.4,901000.0,93.11927817937718,816267.9183757664,805929.7612947233
943.5,901000.0,93.25496386276384,818578.0516608031,808066.1609326515
943.6,901000.0,93.14530328004855,816711.0119270296,806339.5319813839
943.7,901000.0,93.23615074998531,818257.7466961227,807769.9445130178
943.8,901000.0,93.10121299166258,815960.3473012189,805645.3211126106
943.9,899000.0,93.28252607830055,819047.3155501944,808500.1338163295
944.0,899000.0,93.31953259244034,819677.3745066274,809082.8091689232
944.1,899000.0,93.38187359007888,820738.7688267399,810064.3812954645
944.2,899000.0,93.24729895126107,818447.551767613,807945.4752880754
944.3,899000.0,93.29211731864913,819210.6123919908,808651.1499139499
944.4,899000.0,93.28653974073268,819115.6506534116,808563.3297759381
944.5,899000.0,93.40438143914025,821121.9789782714,810418.772115373
944.6,903000.0,93.21436926891187,817886.9034120764,807426.9905099322
944.7,903000.0,93.32111962863367,819704.3947864627,809107.797387755
944.8,903000.0,93.22712002654265,818103.9930038233,807627.7538720337
944.9,903000.0,93.29628950182013,819281.6464095379,808716.8418159501
945.0,903000.0,93.21114152913894,817831.9491317223,807376.1690679784
945.1,903000.0,93.3960353195538,820979.8810930981,810287.3607061696
945.2,903000.0,93.46747149101236,822196.1264133337,811412.1382584493
945.3,903000.0,93.37025826519714,820541.0106848632,809881.4955609315
945.4,903000.0,93.2783822495897,818976.7642849945,808434.8883612708
945.5,903000.0,93.26672183033573,818778.238383339,808251.2926063577
945.6,903000.0,93.14562404327062,816716.4731207048,806344.5824658151
945.7,903000.0,93.29886751551346,819325.5386986404,808757.4331840558
945.8,897000.0,93.18209239988416,817337.3696100081,806918.7844149107
945.9,897000.0,93.21253327905758,817855.6445410775,807398.0824633201
946.0,897000.0,93.19049331081683,817480.4003519835,807051.0585253907
946.1,897000.0,93.38598915094738,820808.8388143142,810129.1816673968
946.2,897000.0,93.11010936877405,816111.8136635388,805785.396442339
946.3,897000.0,93.17815493145616,817270.3317571762,806856.7881459312
946.4,897000.0,93.18948478106519,817463.2295046982,807035.1790122213
946.5,897000.0,93.27137430072794,818857.4495900222,808324.5467317253
946.6,903000.0,93.27674658555999,818948.916085952,808409.1344869223
946.7,903000.0,93.21208698202658,817848.0460561039,807391.0554226507
946.8,903000.0,93.20452672016782,817719.3278882946,807272.0175087412
946.9,903000.0,93.22665822904314,818096.1306137175,807620.4827732255
947.0,903000.0,93.25942731662215,818654.044743249,808136.4389529172
947.1,903000.0,93.4350161260391,821643.5536065986,810901.1217072033
947.2,903000.0,93.20349051395998,817701.6858321014,807255.702223945
947.3,903000.0,93.277973810408,818969.8103534889,808428.4574004051
947.4,903000.0,93.15145638196898,816815.772320299,806436.4138659486
947.5,903000.0,93.16767607848733,817091.9227575818,806691.7964008204
947.6,909000.0,93.12181757408605,816311.1531526006,805969.7445987917
947.7,909000.0,93.29096550705583,819191.0020820939,808633.0143980319
947.8,909000.0,93.17490233546651,817214.9542842482,806805.5753376144
947.9,909000.0,93.0882448424035,815739.5564815763,805441.1348735751
948.0,909000.0,93.02956149030926,814740.4358553854,804517.153145825
948.1,909000.0,93.2041605607713,817713.0937964697,807266.2522519904
948.2,909000.0,93.3477563153499,820157.9009711272,809527.197625391
948.3,909000.0,93.41407532836155,821287.023481071,810571.4044410952
948.4,909000.0,93.30848689606933,819489.3146449958,808908.8923551613
948.5,909000.0,93.42191002479817,821420.4140685275,810694.7633851834
948.6,909000.0,93.38594144956494,820808.0266685626,810128.4305990923
948.7,909000.0,93.40927368488248,821205.2725096566,810495.8015540838
948.8,909000.0,93.36841703469817,820509.6625886238,809852.504999266
948.9,909000.0,93.6655830754386,825569.0995517764,814531.4468448348
949.0,909000.0,93.61679860910581,824738.5136221836,813763.3251564701
949.1,909000.0,93.62756596508407,824921.8345652365,813932.8594421754
949.2,909000.0,93.52549182534563,823183.9587491173,812325.6806320306
949.3,909000.0,93.69167369420408,826013.3085894063,814942.2491276744
949.4,909000.0,93.64850607063451,825278.3529068688,814262.5658105963
949.5,909000.0,93.66408897373157,825543.6615394636,814507.9218990463
949.6,909000.0,93.59866499409166,824429.7775302345,813477.8075721264
949.7,909000.0,93.67878835019478,825793.9275807245,814739.3666747217
949.8,909000.0,93.60428251851408,824525.4193829624,813566.2566762806
949.9,909000.0,93.62293221222646,824842.9420362399,813859.9000283289
950.0,909000.0,93.54594183092203,823532.132833384,812647.6702732262
950.1,909000.0,93.46600139217679,822171.0970648604,811388.9912429231
950.2,909000.0,93.52000344899048,823090.5157226876,812239.2649913728
950.3,909000.0,93.56926636781827,823929.2476040598,813014.9200149544
950.4,909000.0,93.49189744781594,822611.9935440614,811796.7300883958
950.5,909000.0,93.52409755120541,823160.2203633173,812303.7274922889
950.6,909000.0,93.51987501734006,823088.3290938328,812237.2428080104
950.7,909000.0,93.50983976908762,822917.4727408784,812079.2357125091
950.8,909000.0,93.27594241358204,818935.2245570687,808396.4726299036
950.9,909000.0,93.22887918043205,818133.9436946549,807655.4521202096
951.0,909000.0,93.28830260121471,819145.664451292,808591.0863851951
951.1,909000.0,93.30731861503635,819469.4239326289,808890.4975244501
951.2,909000.0,93.19506129925946,817558.1732008471,807122.9824646842
951.3,909000.0,93.26453631647291,818741.028648359,808216.8812306793
951.4,909000.0,93.36345402606494,820425.1642749377,809774.3613839457
951.5,909000.0,93.31878281162675,819664.6090212001,809071.0037122332
951.6,909000.0,93.3354690853783,819948.7032265326,809333.7326038259
951.7,909000.0,93.41111522153965,821236.62581843,810524.7969362745
951.8,901000.0,93.35596070808192,820297.5858683153,809656.3775154473
951.9,901000.0,93.34983454888246,820193.2841916543,809559.9198496938
952.0,901000.0,93.23225749446341,818191.4615955593,807708.6443855485
952.1,901000.0,93.29207142334192,819209.8309957951,808650.4272826798
952.2,890000.0,93.321740005546,819714.9570898591,809117.5653527887
952.3,890000.0,93.32437378902787,819759.798894353,809159.0348279506
952.4,890000.0,93.1943322771993,817545.7611461284,807111.5038589351
952.5,890000.0,93.29116711173866,819194.4345274088,808636.1887061878
952.6,890000.0,93.29039406437515,819181.2729144753,808624.016912773
952.7,890000.0,93.3068980036749,819462.2627621803,808883.8749100526
952.8,890000.0,93.10669266223366,816053.6421062516,805731.5996788663
952.9,890000.0,93.0187894427192,814557.0350347187,804347.5449897046
953.0,885000.0,92.92430677248925,812948.4087160868,802859.8954644813
953.1,885000.0,92.89271178063403,812410.4842976555,802362.4256690315
953.2,885000.0,92.79574544300762,810759.5719943985,800835.6702780006
953.3,885000.0,92.96353096408066,813616.2250126356,803477.4886152276
953.4,885000.0,93.01235365745995,814447.4617815085,804246.212196484
953.5,885000.0,92.98316250403276,813950.4642097855,803786.5913429349
953.6,885000.0,92.96186582074252,813587.8749100028,803451.2705829642
953.7,885000.0,93.03028687170452,814752.7859255157,804528.574428539
953.8,885000.0,93.0046690429721,814316.6264327231,804125.2163242614
953.9,885000.0,93.01025666239988,814411.759134288,804213.1945679821
954.0,885000.0,92.89891562482647,812516.1086097157,802460.1065013469
954.1,885000.0,92.9530764214242,813438.2299112533,803312.8796411008
954.2,885000.0,92.97345897370151,813785.2555610829,803633.8072159076
954.3,885000.0,92.90746932372598,812661.7406620055,802594.7862905166
954.4,885000.0,92.79639663715953,810770.658980496,800845.9234669565
954.5,886000.0,92.89527069561888,812454.0514193482,802402.7163239529
954.6,886000.0,92.91282581923126,812752.938334811,802679.1254394408
954.7,886000.0,92.9456873226696,813312.4259019182,803196.5367262852
954.8,886000.0,92.87346059235853,812082.7208247399,802059.3116585116
954.9,886000.0,92.94388529720548,813281.7452958201,803168.1634561436
955.0,886000.0,92.97063300650044,813737.1417090488,803589.3117676447
955.1,886000.0,92.98804212830676,814033.5428528115,803863.4220539723
955.2,886000.0,93.1214570294279,816305.0146551942,805964.0677472779
955.3,893000.0,93.18734814718567,817426.8519818836,807001.5372621659
955.4,893000.0,93.25377951933878,818557.8874762049,808047.5131961966
955.5,893000.0,92.96320814905421,813610.7288857128,803472.4058247046
955.6,893000.0,92.8490346576158,811666.8540696122,801674.720175918
955.7,893000.0,92.85796273977844,811818.8602301788,801815.2947083488
955.8,896000.0,92.8691356165123,812009.0854167147,801991.2140036868
955.9,896000.0,92.96150007386245,813581.6478415278,803445.5118213717
956.0,896000.0,92.98328511780834,813952.5517856968,803788.5219226335
956.1,896000.0,92.92414577285425,812945.6675970061,802857.3604913482
956.2,902000.0,92.89495204357253,812448.6261697551,802397.6990804276
956.3,902000.0,92.99440936675893,814141.9490539301,803963.675563291
956.4,902000.0,93.26086364269182,818678.4990893442,808159.0542091371
956.5,902000.0,93.21897027756054,817965.2384505179,807499.4343593186
956.6,910000.0,93.25870873405239,818641.8104273579,808125.1247191415
956.7,910000.0,93.21775144113012,817944.4870010158,807480.2435232357
956.8,910000.0,93.11907255988083,816264.4175757505,805926.5237724837
956.9,910000.0,93.11228223899663,816148.8081326673,805819.6087412413
957.0,910000.0,93.17755763935803,817260.1624871225,806847.3836561549
957.1,910000.0,93.3253181652956,819775.8774886101,809173.9042310158
957.2,910000.0,93.26512522381817,818751.0551627718,808226.1537007571
957.3,910000.0,93.14904963675683,816774.7959837804,806398.51915612
957.4,910000.0,93.16833100117147,817103.073224263,806702.1082963008
957.5,910000.0,93.18812184060259,817440.0245942788,807013.7192278274
957.6,908000.0,93.09877236945277,815918.7941877118,805606.8930023252
957.7,908000.0,93.20496781477011,817726.8377986783,807278.9626360761
957.8,908000.0,93.21653890503423,817923.8428186341,807461.151887246
957.9,908000.0,93.27931997598388,818992.7296610121,808449.6530606777
958.0,908000.0,93.1875088838452,817429.5886236429,807004.0680946948
958.1,908000.0,93.12320641082997,816334.7989633414,805991.6121255844
958.2,908000.0,93.17700119429297,817250.6886632524,806838.6223115101
958.3,903000.0,93.20826595871884,817782.9907539838,807330.8926065934
958.4,903000.0,93.29620228908168,819280.1615583366,808715.4686330305
958.5,903000.0,93.21365924473531,817874.814808161,807415.8110298584
958.6,903000.0,93.1584633217361,816935.0698348063,806546.7396070864
958.7,903000.0,93.08219917596729,815636.6252443527,805345.9445833177
958.8,905000.0,93.0628011901921,815306.3624525573,805040.5192152739
958.9,905000.0,93.0964067978787,815878.5188580307,805569.6465800924
959.0,905000.0,92.96912744518113,813711.5085896982,803565.6063878494
959.1,905000.0,93.03335997981891,814805.1075055557,804576.9611624894
959.2,905000.0,92.98249127388786,813939.0360984257,803776.022683053
959.3,905000.0,92.93262477285286,813090.0278539746,802990.8641306041
959.4,905000.0,92.78083899349335,810505.7804054471,800600.965093561
959.5,905000.0,92.91122002844737,812725.5987463882,802653.8419256341
959.6,905000.0,92.95599744132616,813487.9620947333,803358.8717141417
959.7,905000.0,92.9489233975936,813367.5220934118,803247.4894069468
959.8,905000.0,93.06344600757129,815317.3408701268,805050.6720006012
959.9,905000.0,93.09720932106379,815892.1823151885,805582.2824765206
960.0,905000.0,93.22336359440432,818040.0374065991,807568.6080575311
960.1,905000.0,93.09001438596337,815769.6840630199,805468.996709299
960.2,905000.0,93.13160190794189,816477.7375316457,806123.8009943173
960.3,905000.0,93.07660336992282,815541.353160539,805257.8374395946
960.4,905000.0,93.01097212635688,814423.9403538541,804224.4596985434
960.5,904000.0,92.85622438649727,811789.26368266,801787.9239701265
960.6,904000.0,92.7997980818543,810828.5706953541,800899.4799294583
960.7,904000.0,92.72075092495433,809482.7436067159,799654.8658097866
960.8,904000.0,92.81430912104112,811075.6301771596,801127.9592950842
960.9,900000.0,92.75712055226847,810101.9591681939,800227.5132452871
961.0,900000.0,92.85345020095897,811742.0314456918,801744.2438350406
961.1,900000.0,92.92562656322907,812970.8789755958,802880.67584741
961.2,900000.0,93.08818549910946,815738.5461250274,805440.2005009225
961.3,900000.0,92.9700126777583,813726.5802257801,803579.5445610608
961.4,895000.0,93.04818839809086,815057.5705639967,804810.437728598
961.5,895000.0,93.04168077044741,814946.7741494414,804707.9737619199
961.6,895000.0,93.11992509261312,816278.9324766027,805939.9470797563
961.7,895000.0,93.03219664043654,814785.3009278686,804558.6441391066
961.8,895000.0,93.09725296705871,815892.9254154412,805582.9696918952
961.9,895000.0,93.14086597840476,816635.4641023276,806269.6657332391
962.0,895000.0,93.12791405859599,816414.9495991864,806065.735030314
962.1,895000.0,93.05447416269354,815164.5896220736,804909.4084150116
962.2,895000.0,93.11519580617869,816198.4134289483,805865.4834696392
962.3,895000.0,93.21997581607907,817982.3583701958,807515.2667748933
962.4,895000.0,93.23480456044098,818234.8269805217,807748.748475357
962.5,895000.0,93.18608507586657,817405.3474058458,806981.6499384523
962.6,895000.0,93.23807524167917,818290.5123660723,807800.2460397179
962.7,901000.0,93.17514622479742,817219.1066520377,806809.4154264522
962.8,901000.0,93.21740617825819,817938.6086855398,807474.8072866618
962.9,901000.0,93.1079818076879,816075.5906106832,805751.8975453246
963.0,901000.0,93.10928294529909,816097.7432890572,805772.3842308174
963.1,905000.0,93.25394165320527,818560.6479062834,808050.0660280434
963.2,905000.0,93.20051690252863,817651.0582450719,807208.8820862067
963.3,905000.0,93.10644169828582,816049.3692887018,805727.6481986961
963.4,905000.0,93.28845425968164,819148.2465311673,808593.4742796712
963.5,904000.0,93.28748352449631,819131.7191599174,808578.1898499015
963.6,904000.0,93.27726186819955,818957.6890938857,808417.2477205156
963.7,904000.0,93.24669510147432,818437.2708488253,807935.9675461119
963.8,904000.0,93.1778969033213,817265.9386674415,806852.7254386495
963.9,906000.0,93.03478581172486,814829.3831819762,804599.4111858932
964.0,906000.0,93.09105522566257,815787.40500729,805485.3849493919
964.1,906000.0,93.09435127735625,815843.5223406497,805537.2819769133
964.2,906000.0,93.1968950601568,817589.3941224653,807151.8554159002
964.3,902000.0,93.16535571020012,817052.4170420188,806655.2617138517
964.4,902000.0,93.27912639570278,818989.4338361353,808446.6050984156
964.5,902000.0,93.36840799009536,820509.5085986268,809852.3625900915
964.6,902000.0,93.3847543693596,820787.8158885753,810109.739771456
964.7,902000.0,93.34487460405138,820108.8380411083,809481.8244745831
964.8,902000.0,93.51547563517035,823013.4268717987,812167.9736099646
964.9,902000.0,93.54270149470713,823476.9640907582,812596.6504976428
965.0,902000.0,93.63863524577877,825110.2959646706,814107.1475960766
965.1,902000.0,93.50548658298587,822843.3570356793,812010.6938812747
965.2,902000.0,93.60068551074798,824464.1780849888,813509.6210320673
965.3,902000.0,93.61244404681794,824664.3744865586,813694.7616568955
965.4,902000.0,93.68242432102872,825855.8322491997,814796.6158006373
965.5,902000.0,93.6064898524944,824563.0006190357,813601.011614301
965.6,907000.0,93.61841956272468,824766.1113673176,813788.8474123043
965.7,907000.0,93.59311811192507,824335.3384059188,813390.4707451558
965.8,907000.0,93.65922316082735,825460.8180436117,814431.3086509325
965.9,907000.0,93.6406635177137,825144.8285578748,814139.0831645112
966.0,912000.0,93.6613863570599,825497.6478070337,814465.368630826
966.1,912000.0,93.72137493443402,826518.9907067048,815409.9014052728
966.2,912000.0,93.78735190882844,827642.2897961172,816448.722750972
966.3,912000.0,93.63214833763418,824999.8523124903,814005.0098622679
